title;location;date;players;surface;court_type;prize;winner
Casablanca;Casablanca;2005.04.04;32;Clay;Outdoor;$380,000;Mariano Puerta
ATP Masters Series Monte Carlo;Monte Carlo;2005.04.11;64;Clay;Outdoor;$2,450,000;Rafael Nadal
Barcelona;Barcelona;2005.04.18;56;Clay;Outdoor;$1,000,000;Rafael Nadal
Houston;Houston;2005.04.18;32;Clay;Outdoor;$380,000;Andy Roddick
Estoril;Estoril;2005.04.25;32;Clay;Outdoor;$625,000;Gaston Gaudio
Munich;Munich;2005.04.25;32;Clay;Outdoor;$380,000;David Nalbandian
ATP Masters Series Rome;Rome;2005.05.02;64;Clay;Outdoor;$2,450,000;Rafael Nadal
ATP Masters Series Hamburg;Hamburg;2005.05.09;64;Clay;Outdoor;$2,450,000;Roger Federer
World Team Championship;Dusseldorf;2005.05.16;32;Clay;Outdoor;$1,500,000;Guillermo Coria
St. Poelten;St. Poelten;2005.05.16;32;Clay;Outdoor;$380,000;Nikolay Davydenko
Roland Garros;Paris;2005.05.23;128;Clay;Outdoor;$7,992,394;Rafael Nadal
Halle;Halle;2005.06.06;32;Grass;Outdoor;$800,000;Roger Federer
London / Queen's Club;London;2005.06.06;56;Grass;Outdoor;$800,000;Andy Roddick
Nottingham;Nottingham;2005.06.13;32;Grass;Outdoor;$380,000;Richard Gasquet
's-Hertogenbosch;s-Hertogenbosch;2005.06.13;32;Grass;Outdoor;$380,000;Mario Ancic
Wimbledon;London;2005.06.20;128;Grass;Outdoor;$8,616,793;Roger Federer
Gstaad;Gstaad;2005.07.04;32;Clay;Outdoor;$495,000;Gaston Gaudio
Bastad;Bastad;2005.07.04;32;Clay;Outdoor;$380,000;Rafael Nadal
Newport;Newport;2005.07.04;32;Grass;Outdoor;$380,000;Greg Rusedski
Stuttgart;Stuttgart;2005.07.18;48;Clay;Outdoor;$719,000;Rafael Nadal
Indianapolis;Indianapolis;2005.07.18;48;Hard;Outdoor;$600,000;Robby Ginepri
Amersfoort;Amersfoort;2005.07.18;32;Clay;Outdoor;$380,000;Fernando Gonzalez
Kitzbuhel;Kitzbuhel;2005.07.25;48;Clay;Outdoor;$760,000;Gaston Gaudio
Umag;Umag;2005.07.25;32;Clay;Outdoor;$400,000;Guillermo Coria
Los Angeles;Los Angeles;2005.07.25;32;Hard;Outdoor;$380,000;Andre Agassi
Washington;Washington;2005.08.01;48;Hard;Outdoor;$600,000;Andy Roddick
Sopot;Sopot;2005.08.01;32;Clay;Outdoor;$500,000;Gael Monfils
ATP Masters Series Canada;Montreal;2005.08.08;64;Hard;Outdoor;$2,450,000;Rafael Nadal
ATP Masters Series Cincinnati;Cincinnati;2005.08.15;64;Hard;Outdoor;$2,450,000;Roger Federer
New Haven;New Haven;2005.08.22;48;Hard;Outdoor;$675,000;James Blake
US Open;New York;2005.08.29;128;Hard;Outdoor;$8,200,000;Roger Federer
Beijing;Beijing;2005.09.12;32;Hard;Outdoor;$500,000;Rafael Nadal
Bucharest;Bucharest;2005.09.12;32;Clay;Outdoor;$380,000;Florent Serra
Bangkok;Bangkok;2005.09.26;32;Hard;Indoor;$550,000;Roger Federer
Ho Chi Minh City;Ho Chi Minh City;2005.09.26;32;Carpet;Indoor;$380,000;Jonas Bjorkman
Palermo;Palermo;2005.09.26;32;Clay;Outdoor;$380,000;Igor Andreev
Tokyo;Tokyo;2005.10.03;48;Hard;Outdoor;$765,000;Wesley Moodie
Metz;Metz;2005.10.03;32;Hard;Indoor;$380,000;Ivan Ljubicic
Moscow;Moscow;2005.10.10;32;Carpet;Indoor;$1,000,000;Igor Andreev
Stockholm;Stockholm;2005.10.10;32;Hard;Indoor;$800,000;James Blake
Vienna;Vienna;2005.10.10;32;Hard;Indoor;$689,000;Ivan Ljubicic
ATP Masters Series Madrid;Madrid;2005.10.17;48;Hard;Indoor;$2,450,000;Rafael Nadal
Basel;Basel;2005.10.24;32;Carpet;Indoor;$1,000,000;Fernando Gonzalez
St. Petersburg;St. Petersburg;2005.10.24;32;Carpet;Indoor;$1,000,000;Thomas Johansson
Lyon;Lyon;2005.10.24;32;Carpet;Indoor;$800,000;Andy Roddick
ATP Masters Series Paris;Paris;2005.10.31;48;Carpet;Indoor;$2,450,000;Tomas Berdych
Tennis Masters Cup;;2005.11.14;8;Carpet;Indoor;$3,700,000;David Nalbandian
Doha;Doha;2006.01.02;32;Hard;Outdoor;$1,000,000;Roger Federer
Adelaide;Adelaide;2006.01.02;32;Hard;Outdoor;$419,000;Florent Serra
Chennai;Chennai;2006.01.02;32;Hard;Outdoor;$380,000;Ivan Ljubicic
Auckland;Auckland;2006.01.09;32;Hard;Outdoor;$430,000;Jarkko Nieminen
Sydney;Sydney;2006.01.09;32;Hard;Outdoor;$419,000;James Blake
Australian Open;Melbourne;2006.01.16;128;Hard;Outdoor;$6,784,589;Roger Federer
Delray Beach;Delray Beach;2006.01.30;32;Hard;Outdoor;$380,000;Tommy Haas
Viña del Mar;Vina Del Mar;2006.01.30;32;Clay;Outdoor;$380,000;Jose Acasuso
Zagreb;Zagreb;2006.01.30;32;Carpet;Indoor;$380,000;Ivan Ljubicic
Marseille;Marseille;2006.02.13;32;Hard;Indoor;$600,000;Arnaud Clement
Buenos Aires;Buenos Aires;2006.02.13;32;Clay;Outdoor;$425,000;Carlos Moya
San Jose;San Jose;2006.02.13;32;Hard;Indoor;$380,000;Andy Murray
Rotterdam;Rotterdam;2006.02.20;32;Hard;Indoor;$925,000;Radek Stepanek
Memphis;Memphis;2006.02.20;32;Hard;Indoor;$690,000;Tommy Haas
Sao Paulo;Sao Paulo;2006.02.20;32;Clay;Outdoor;$380,000;Nicolas Massu
Dubai;Dubai;2006.02.27;32;Hard;Outdoor;$1,000,000;Rafael Nadal
Acapulco;Acapulco;2006.02.27;32;Clay;Outdoor;$690,000;Luis Horna
Las Vegas;Las Vegas;2006.02.27;32;Hard;Outdoor;$380,000;James Blake
ATP Masters Series Indian Wells;Indian Wells;2006.03.06;96;Hard;Outdoor;$3,169,600;Roger Federer
ATP Masters Series Miami;Miami;2006.03.20;96;Hard;Outdoor;$3,450,000;Roger Federer
Valencia;Valencia;2006.04.10;32;Clay;Outdoor;$400,000;Nicolas Almagro
Houston;Houston;2006.04.10;32;Clay;Outdoor;$380,000;Mardy Fish
ATP Masters Series Monte Carlo;Monte Carlo;2006.04.17;64;Clay;Outdoor;$2,450,000;Rafael Nadal
Barcelona;Barcelona;2006.04.24;56;Clay;Outdoor;$1,000,000;Rafael Nadal
Casablanca;Casablanca;2006.04.24;32;Clay;Outdoor;$380,000;Daniele Bracciali
Estoril;Estoril;2006.05.01;32;Clay;Outdoor;$625,000;David Nalbandian
Munich;Munich;2006.05.01;32;Clay;Outdoor;$380,000;Olivier Rochus
ATP Masters Series Rome;Rome;2006.05.08;64;Clay;Outdoor;$2,450,000;Rafael Nadal
ATP Masters Series Hamburg;Hamburg;2006.05.15;64;Clay;Outdoor;$2,450,000;Tommy Robredo
World Team Championship;Dusseldorf;2006.05.22;32;Clay;Outdoor;$1,764,706;Ivo Karlovic
Poertschach;Poertschach;2006.05.22;32;Clay;Outdoor;$380,000;Nikolay Davydenko
Roland Garros;Paris;2006.05.29;128;Clay;Outdoor;$8,543,691;Rafael Nadal
Halle;Halle;2006.06.12;32;Grass;Outdoor;$800,000;Roger Federer
London / Queen's Club;London;2006.06.12;56;Grass;Outdoor;$800,000;Lleyton Hewitt
Nottingham;Nottingham;2006.06.19;32;Grass;Outdoor;$380,000;Richard Gasquet
's-Hertogenbosch;s-Hertogenbosch;2006.06.19;32;Grass;Outdoor;$380,000;Mario Ancic
Wimbledon;London;2006.06.26;128;Grass;Outdoor;$8,847,338;Roger Federer
Gstaad;Gstaad;2006.07.10;32;Clay;Outdoor;$495,000;Richard Gasquet
Bastad;Bastad;2006.07.10;32;Clay;Outdoor;$380,000;Tommy Robredo
Newport;Newport;2006.07.10;32;Grass;Outdoor;$380,000;Mark Philippoussis
Stuttgart;Stuttgart;2006.07.17;48;Clay;Outdoor;$690,000;David Ferrer
Indianapolis;Indianapolis;2006.07.17;48;Hard;Outdoor;$600,000;James Blake
Amersfoort;Amersfoort;2006.07.17;32;Clay;Outdoor;$380,000;Novak Djokovic
Kitzbuhel;Kitzbuhel;2006.07.24;48;Clay;Outdoor;$760,000;Agustin Calleri
Los Angeles;Los Angeles;2006.07.24;32;Hard;Outdoor;$500,000;Tommy Haas
Umag;Umag;2006.07.24;32;Clay;Outdoor;$400,000;Stan Wawrinka
Washington;Washington;2006.07.31;48;Hard;Outdoor;$600,000;Arnaud Clement
Sopot;Sopot;2006.07.31;32;Clay;Outdoor;$500,000;Nikolay Davydenko
ATP Masters Series Canada;Toronto;2006.08.07;64;Hard;Outdoor;$2,450,000;Roger Federer
ATP Masters Series Cincinnati;Cincinnati;2006.08.14;64;Hard;Outdoor;$2,450,000;Andy Roddick
New Haven;New Haven;2006.08.21;48;Hard;Outdoor;$675,000;Nikolay Davydenko
US Open;New York;2006.08.28;128;Hard;Outdoor;$8,332,000;Roger Federer
Beijing;Beijing;2006.09.11;32;Hard;Outdoor;$500,000;Marcos Baghdatis
Bucharest;Bucharest;2006.09.11;32;Clay;Outdoor;$380,000;Jurgen Melzer
Bangkok;Bangkok;2006.09.25;32;Hard;Indoor;$550,000;James Blake
Mumbai;Mumbai;2006.09.25;32;Hard;Outdoor;$380,000;Dmitry Tursunov
Palermo;Palermo;2006.09.25;32;Clay;Outdoor;$380,000;Filippo Volandri
Tokyo;Tokyo;2006.10.02;48;Hard;Outdoor;$765,000;Roger Federer
Metz;Metz;2006.10.02;32;Hard;Indoor;$380,000;Novak Djokovic
Moscow;Moscow;2006.10.09;32;Carpet;Indoor;$1,000,000;Nikolay Davydenko
Stockholm;Stockholm;2006.10.09;32;Hard;Indoor;$800,000;James Blake
Vienna;Vienna;2006.10.09;32;Hard;Indoor;$690,000;Ivan Ljubicic
ATP Masters Series Madrid;Madrid;2006.10.16;48;Hard;Indoor;$2,450,000;Roger Federer
Basel;Basel;2006.10.23;32;Carpet;Indoor;$1,000,000;Roger Federer
St. Petersburg;St. Petersburg;2006.10.23;32;Carpet;Indoor;$1,000,000;Mario Ancic
Lyon;Lyon;2006.10.23;32;Carpet;Indoor;$800,000;Richard Gasquet
ATP Masters Series Paris;Paris;2006.10.30;48;Carpet;Indoor;$2,450,000;Nikolay Davydenko
Tennis Masters Cup;;2006.11.13;8;Hard;Indoor;$3,700,000;Roger Federer
Doha;Doha;2007.01.01;32;Hard;Outdoor;$1,000,000;Ivan Ljubicic
Adelaide;Adelaide;2007.01.01;32;Hard;Outdoor;$436,000;Novak Djokovic
Chennai;Chennai;2007.01.01;32;Hard;Outdoor;$416,000;Xavier Malisse
Sydney;Sydney;2007.01.08;32;Hard;Outdoor;$436,000;James Blake
Auckland;Auckland;2007.01.08;32;Hard;Outdoor;$416,000;David Ferrer
Australian Open;Melbourne;2007.01.15;128;Hard;Outdoor;$7,297,052;Roger Federer
Delray Beach;Delray Beach;2007.01.28;32;Hard;Outdoor;$416,000;Xavier Malisse
Viña del Mar;Vina Del Mar;2007.01.29;24;Clay;Outdoor;$448,000;Luis Horna
Zagreb;Zagreb;2007.01.29;32;Carpet;Indoor;$416,000;Marcos Baghdatis
Marseille;Marseille;2007.02.12;32;Hard;Indoor;$600,000;Gilles Simon
Sao Paulo;Sao Paulo;2007.02.12;32;Clay;Outdoor;$456,000;Guillermo Canas
San Jose;San Jose;2007.02.12;32;Hard;Indoor;$416,000;Andy Murray
Rotterdam;Rotterdam;2007.02.19;32;Hard;Indoor;$925,000;Mikhail Youzhny
Memphis;Memphis;2007.02.19;32;Hard;Indoor;$757,000;Tommy Haas
Buenos Aires;Buenos Aires;2007.02.19;32;Clay;Outdoor;$445,000;Juan Monaco
Dubai;Dubai;2007.02.26;32;Hard;Outdoor;$1,426,250;Roger Federer
Acapulco;Acapulco;2007.02.26;32;Clay;Outdoor;$757,000;Juan Ignacio Chela
Las Vegas;Las Vegas;2007.02.26;32;Hard;Outdoor;$416,000;Lleyton Hewitt
ATP Masters Series Indian Wells;Indian Wells;2007.03.05;96;Hard;Outdoor;$3,285,000;Rafael Nadal
ATP Masters Series Miami;Miami;2007.03.19;96;Hard;Outdoor;$3,450,000;Novak Djokovic
Houston;Houston;2007.04.09;32;Clay;Outdoor;$416,000;Ivo Karlovic
Valencia;Valencia;2007.04.09;32;Clay;Outdoor;$416,000;Nicolas Almagro
ATP Masters Series Monte Carlo;Monte Carlo;2007.04.15;56;Clay;Outdoor;$2,450,000;Rafael Nadal
Barcelona;Barcelona;2007.04.23;56;Clay;Outdoor;$1,000,000;Rafael Nadal
Casablanca;Casablanca;2007.04.23;32;Clay;Outdoor;$416,000;Paul-Henri Mathieu
Estoril;Estoril;2007.04.29;32;Clay;Outdoor;$625,000;Novak Djokovic
Munich;Munich;2007.04.30;32;Clay;Outdoor;$416,000;Philipp Kohlschreiber
ATP Masters Series Rome;Rome;2007.05.07;56;Clay;Outdoor;$2,450,000;Rafael Nadal
ATP Masters Series Hamburg;Hamburg;2007.05.14;56;Clay;Outdoor;$2,450,000;Roger Federer
World Team Championship;Dusseldorf;2007.05.20;32;Clay;Outdoor;$1,680,500;Agustin Calleri
Poertschach;Poertschach;2007.05.20;32;Clay;Outdoor;$416,000;Juan Monaco
Roland Garros;Paris;2007.05.28;128;Clay;Outdoor;$9,334,932;Rafael Nadal
Halle;Halle;2007.06.11;32;Grass;Outdoor;$800,000;Tomas Berdych
London / Queen's Club;London;2007.06.11;56;Grass;Outdoor;$800,000;Andy Roddick
's-Hertogenbosch;s-Hertogenbosch;2007.06.17;32;Grass;Outdoor;$416,000;Ivan Ljubicic
Nottingham;Nottingham;2007.06.18;32;Grass;Outdoor;$416,000;Ivo Karlovic
Wimbledon;London;2007.06.25;128;Grass;Outdoor;$10,039,193;Roger Federer
Gstaad;Gstaad;2007.07.09;32;Clay;Outdoor;$496,000;Paul-Henri Mathieu
Bastad;Bastad;2007.07.09;32;Clay;Outdoor;$416,000;David Ferrer
Newport;Newport;2007.07.09;32;Grass;Outdoor;$416,000;Fabrice Santoro
Stuttgart;Stuttgart;2007.07.16;32;Clay;Outdoor;$757,000;Rafael Nadal
Los Angeles;Los Angeles;2007.07.16;32;Hard;Outdoor;$525,000;Radek Stepanek
Amersfoort;Amersfoort;2007.07.16;32;Clay;Outdoor;$416,000;Steve Darcis
Kitzbuhel;Kitzbuhel;2007.07.23;48;Clay;Outdoor;$735,000;Juan Monaco
Indianapolis;Indianapolis;2007.07.23;32;Hard;Outdoor;$525,000;Dmitry Tursunov
Umag;Umag;2007.07.23;32;Clay;Outdoor;$416,000;Carlos Moya
Washington;Washington;2007.07.29;48;Hard;Outdoor;$600,000;Andy Roddick
Sopot;Sopot;2007.07.30;32;Clay;Outdoor;$500,000;Tommy Robredo
ATP Masters Series Canada;Montreal;2007.08.05;56;Hard;Outdoor;$2,450,000;Novak Djokovic
ATP Masters Series Cincinnati;Cincinnati;2007.08.13;56;Hard;Outdoor;$2,450,000;Roger Federer
New Haven;New Haven;2007.08.19;48;Hard;Outdoor;$675,000;James Blake
US Open;New York;2007.08.27;128;Hard;Outdoor;$8,848,000;Roger Federer
Beijing;Beijing;2007.09.10;32;Hard;Outdoor;$500,000;Fernando Gonzalez
Bucharest;Bucharest;2007.09.10;32;Clay;Outdoor;$416,000;Gilles Simon
Bangkok;Bangkok;2007.09.24;32;Hard;Indoor;$550,000;Dmitry Tursunov
Mumbai;Mumbai;2007.09.24;32;Hard;Outdoor;$416,000;Richard Gasquet
Tokyo;Tokyo;2007.10.01;48;Hard;Outdoor;$832,000;David Ferrer
Metz;Metz;2007.10.01;32;Hard;Indoor;$416,000;Tommy Robredo
Stockholm;Stockholm;2007.10.07;32;Hard;Indoor;$800,000;Ivo Karlovic
Vienna;Vienna;2007.10.07;32;Hard;Indoor;$757,000;Novak Djokovic
Moscow;Moscow;2007.10.08;32;Hard;Indoor;$1,000,000;Nikolay Davydenko
ATP Masters Series Madrid;Madrid;2007.10.15;48;Hard;Indoor;$2,450,000;David Nalbandian
Basel;Basel;2007.10.22;32;Hard;Indoor;$1,000,000;Roger Federer
St. Petersburg;St. Petersburg;2007.10.22;32;Carpet;Indoor;$1,000,000;Andy Murray
Lyon;Lyon;2007.10.22;32;Carpet;Indoor;$800,000;Sebastien Grosjean
ATP World Tour Masters 1000 Paris;Paris;2007.10.28;48;Hard;Indoor;$2,450,000;David Nalbandian
Tennis Masters Cup;;2007.11.12;8;Hard;Indoor;$3,800,000;Roger Federer
Doha;Doha;2007.12.31;32;Hard;Outdoor;$1,049,000;Andy Murray
Adelaide;Adelaide;2007.12.31;32;Hard;Outdoor;$465,000;Michael Llodra
Chennai;Chennai;2007.12.31;32;Hard;Outdoor;$436,000;Mikhail Youzhny
Sydney;Sydney;2008.01.07;32;Hard;Outdoor;$465,000;Dmitry Tursunov
Auckland;Auckland;2008.01.07;32;Hard;Outdoor;$464,000;Philipp Kohlschreiber
Australian Open;Melbourne;2008.01.14;128;Hard;Outdoor;A$9,609,870;Novak Djokovic
Viña del Mar;Vina Del Mar;2008.01.28;32;Clay;Outdoor;$462,000;Fernando Gonzalez
Marseille;Marseille;2008.02.11;32;Hard;Indoor;€534,000;Andy Murray
Sao Paulo;Sao Paulo;2008.02.11;32;Clay;Outdoor;$485,000;Nicolas Almagro
Delray Beach;Delray Beach;2008.02.11;32;Hard;Outdoor;$436,000;Kei Nishikori
Rotterdam;Rotterdam;2008.02.18;32;Hard;Indoor;€824,000;Michael Llodra
Buenos Aires;Buenos Aires;2008.02.18;32;Clay;Outdoor;$466,000;David Nalbandian
San Jose;San Jose;2008.02.18;32;Hard;Indoor;$436,000;Andy Roddick
Acapulco;Acapulco;2008.02.25;32;Clay;Outdoor;$794,000;Nicolas Almagro
Memphis;Memphis;2008.02.25;32;Hard;Indoor;$769,000;Steve Darcis
Zagreb;Zagreb;2008.02.25;32;Hard;Indoor;€370,000;Sergiy Stakhovsky
Dubai;Dubai;2008.03.03;32;Hard;Outdoor;$1,426,000;Andy Roddick
Las Vegas;Las Vegas;2008.03.03;32;Hard;Outdoor;$436,000;Sam Querrey
ATP Masters Series Indian Wells;Indian Wells;2008.03.13;96;Hard;Outdoor;$3,677,245;Novak Djokovic
ATP Masters Series Miami;Miami;2008.03.27;96;Hard;Outdoor;$3,770,000;Nikolay Davydenko
Houston;Houston;2008.04.14;32;Clay;Outdoor;$436,000;Marcel Granollers
Estoril;Estoril;2008.04.14;32;Clay;Outdoor;€370,000;Roger Federer
Valencia;Valencia;2008.04.14;32;Clay;Outdoor;€370,000;David Ferrer
ATP Masters Series Monte Carlo;Monte Carlo;2008.04.20;56;Clay;Outdoor;€2,270,000;Rafael Nadal
Barcelona;Barcelona;2008.04.28;56;Clay;Outdoor;€824,000;Rafael Nadal
Munich;Munich;2008.04.28;32;Clay;Outdoor;€370,000;Fernando Gonzalez
ATP Masters Series Rome;Rome;2008.05.05;56;Clay;Outdoor;€2,270,000;Novak Djokovic
ATP Masters Series Hamburg;Hamburg;2008.05.11;56;Clay;Outdoor;€2,270,000;Rafael Nadal
World Team Championship;Dusseldorf;2008.05.18;32;Clay;Outdoor;€1,692,000;Igor Andreev
Casablanca;Casablanca;2008.05.18;32;Clay;Outdoor;€370,000;Gilles Simon
Poertschach;Poertschach;2008.05.18;32;Clay;Outdoor;€370,000;Nikolay Davydenko
Roland Garros;Paris;2008.05.25;128;Clay;Outdoor;€7,077,680;Rafael Nadal
Halle;Halle;2008.06.09;32;Grass;Outdoor;€713,000;Roger Federer
London / Queen's Club;London;2008.06.09;56;Grass;Outdoor;€713,000;Rafael Nadal
Warsaw;Warsaw;2008.06.09;32;Clay;Outdoor;€425,000;Nikolay Davydenko
s-Hertogenbosch;s-Hertogenbosch;2008.06.15;32;Grass;Outdoor;€370,000;David Ferrer
Nottingham;Nottingham;2008.06.16;32;Grass;Outdoor;€370,000;Ivo Karlovic
Wimbledon;London;2008.06.23;128;Grass;Outdoor;£5,257,000;Rafael Nadal
Stuttgart;Stuttgart;2008.07.07;28;Clay;Outdoor;€568,000;Juan Martin del Potro
Gstaad;Gstaad;2008.07.07;28;Clay;Outdoor;€389,000;Victor Hanescu
Newport;Newport;2008.07.07;28;Grass;Outdoor;$385,000;Fabrice Santoro
Båstad;Bastad;2008.07.07;28;Clay;Outdoor;€326,000;Tommy Robredo
Kitzbühel;Kitzbhel;2008.07.14;32;Clay;Outdoor;€571,000;Juan Martin del Potro
Indianapolis;Indianapolis;2008.07.14;32;Hard;Outdoor;$525,000;Gilles Simon
Amersfoort;Amersfoort;2008.07.14;28;Clay;Outdoor;€326,000;Albert Montanes
Umag;Umag;2008.07.14;28;Clay;Outdoor;€326,000;Fernando Verdasco
ATP Masters Series Canada;Toronto;2008.07.21;56;Hard;Outdoor;$2,615,000;Rafael Nadal
ATP Masters Series Cincinnati;Cincinnati;2008.07.28;56;Hard;Outdoor;$2,615,000;Andy Murray
Los Angeles;Los Angeles;2008.08.04;28;Hard;Outdoor;$475,000;Juan Martin del Potro
Washington;Washington;2008.08.10;32;Hard;Outdoor;$508,000;Juan Martin del Potro
Beijing Olympics;Beijing;2008.08.11;64;Hard;Outdoor;;Rafael Nadal
New Haven;New Haven;2008.08.17;48;Hard;Outdoor;$708,000;Marin Cilic
US Open;New York;2008.08.25;128;Hard;Outdoor;$9,350,000;Roger Federer
Bucharest;Bucharest;2008.09.08;32;Clay;Outdoor;€370,000;Gilles Simon
Bangkok;Bangkok;2008.09.22;28;Hard;Indoor;$576,000;Jo-Wilfried Tsonga
Beijing;Beijing;2008.09.22;28;Hard;Outdoor;$524,000;Andy Roddick
Tokyo;Tokyo;2008.09.29;48;Hard;Outdoor;$869,000;Tomas Berdych
Metz;Metz;2008.09.29;32;Hard;Indoor;€370,000;Dmitry Tursunov
Moscow;Moscow;2008.10.06;32;Hard;Indoor;$1,049,000;Igor Kunitsyn
Stockholm;Stockholm;2008.10.06;32;Hard;Indoor;€713,000;David Nalbandian
Vienna;Vienna;2008.10.06;32;Hard;Indoor;€674,000;Philipp Petzschner
ATP Masters Series Madrid;Madrid;2008.10.12;48;Hard;Indoor;€2,270,000;Andy Murray
St. Petersburg;St. Petersburg;2008.10.20;32;Hard;Indoor;$1,049,000;Andy Murray
Basel;Basel;2008.10.20;32;Hard;Indoor;€891,000;Roger Federer
Lyon;Lyon;2008.10.20;32;Carpet;Indoor;€713,000;Robin Soderling
ATP Masters Series Paris;Paris;2008.10.26;48;Hard;Indoor;€2,270,000;Jo-Wilfried Tsonga
Tennis Masters Cup;;2008.11.09;8;Hard;Indoor;$3,800,000;Novak Djokovic
Brisbane;Brisbane;2009.01.04;32;Hard;Outdoor;$484,750;Radek Stepanek
Doha;Doha;2009.01.05;32;Hard;Outdoor;$1,110,250;Andy Murray
Chennai;Chennai;2009.01.05;32;Hard;Outdoor;$450,000;Marin Cilic
Sydney;Sydney;2009.01.12;28;Hard;Outdoor;$484,750;David Nalbandian
Auckland;Auckland;2009.01.12;28;Hard;Outdoor;$480,750;Juan Martin del Potro
Australian Open;Melbourne;2009.01.19;128;Hard;Outdoor;A$10,712,240;Rafael Nadal
Johannesburg;Johannesburg;2009.02.02;32;Hard;Outdoor;$500,000;Jo-Wilfried Tsonga
Viña del Mar;Vina Del Mar;2009.02.02;28;Clay;Outdoor;$496,750;Fernando Gonzalez
Zagreb;Zagreb;2009.02.02;32;Hard;Indoor;€450,000;Marin Cilic
Rotterdam;Rotterdam;2009.02.09;32;Hard;Indoor;€1,445,000;Andy Murray
San Jose;San Jose;2009.02.09;32;Hard;Indoor;$600,000;Radek Stepanek
Sao Paulo;Sao Paulo;2009.02.09;32;Clay;Outdoor;$562,500;Tommy Robredo
Memphis;Memphis;2009.02.16;32;Hard;Indoor;$1,226,500;Andy Roddick
Buenos Aires;Buenos Aires;2009.02.16;32;Clay;Outdoor;$600,000;Tommy Robredo
Marseille;Marseille;2009.02.16;32;Hard;Indoor;€576,000;Jo-Wilfried Tsonga
Dubai;Dubai;2009.02.23;32;Hard;Outdoor;$2,233,000;Novak Djokovic
Acapulco;Acapulco, Mexico;2009.02.23;32;Clay;Outdoor;$1,226,500;Nicolas Almagro
Delray Beach;Delray Beach;2009.02.23;32;Hard;Outdoor;$500,000;Mardy Fish
ATP World Tour Masters 1000 Indian Wells;Indian Wells;2009.03.12;96;Hard;Outdoor;$4,615,170;Rafael Nadal
ATP World Tour Masters 1000 Miami;Miami;2009.03.25;96;Hard;Outdoor;$4,500,000;Andy Murray
Houston;Houston;2009.04.06;32;Clay;Outdoor;$500,000;Lleyton Hewitt
Casablanca;Casablanca;2009.04.06;32;Clay;Outdoor;€450,000;Juan Carlos Ferrero
ATP World Tour Masters 1000 Monte Carlo;Monte Carlo;2009.04.12;56;Clay;Outdoor;€2,750,000;Rafael Nadal
Barcelona;Barcelona;2009.04.20;56;Clay;Outdoor;€1,995,000;Rafael Nadal
ATP World Tour Masters 1000 Rome;Rome;2009.04.27;56;Clay;Outdoor;€2,750,000;Rafael Nadal
Estoril;Estoril;2009.05.03;32;Clay;Outdoor;€450,000;Albert Montanes
Munich;Munich;2009.05.03;32;Clay;Outdoor;€450,000;Tomas Berdych
Belgrade;Belgrade;2009.05.04;28;Clay;Outdoor;€450,000;Novak Djokovic
ATP World Tour Masters 1000 Madrid;Madrid;2009.05.10;56;Clay;Outdoor;€3,700,000;Roger Federer
World Team Championship;Dusseldorf;2009.05.17;32;Clay;Outdoor;€1,366,000;Viktor Troicki
Kitzbühel;Kitzbuhel;2009.05.17;32;Clay;Outdoor;€450,000;Guillermo Garcia-Lopez
Roland Garros;Paris;2009.05.25;128;Clay;Outdoor;€7,322,320;Roger Federer
Halle;Halle;2009.06.08;32;Grass;Outdoor;€750,000;Tommy Haas
London / Queen's Club;London;2009.06.08;56;Grass;Outdoor;€750,000;Andy Murray
Eastbourne;Eastbourne;2009.06.14;32;Grass;Outdoor;€450,000;Dmitry Tursunov
s-Hertogenbosch;s-Hertogenbosch;2009.06.14;32;Grass;Outdoor;€450,000;Benjamin Becker
Wimbledon;London;2009.06.22;128;Grass;Outdoor;£5,616,600;Roger Federer
Newport;Newport;2009.07.06;32;Grass;Outdoor;$500,000;Rajeev Ram
Båstad;Bastad;2009.07.13;28;Clay;Outdoor;€450,000;Robin Soderling
Stuttgart;Stuttgart;2009.07.13;32;Clay;Outdoor;€450,000;Jeremy Chardy
Hamburg;Hamburg;2009.07.19;48;Clay;Outdoor;€1,115,000;Nikolay Davydenko
Indianapolis;Indianapolis;2009.07.19;32;Hard;Outdoor;$519,000;Robby Ginepri
Gstaad;Gstaad;2009.07.26;32;Clay;Outdoor;€450,000;Thomaz Bellucci
Los Angeles;Los Angeles;2009.07.27;28;Hard;Outdoor;$630,500;Sam Querrey
Umag;Umag;2009.07.27;32;Clay;Outdoor;€450,000;Nikolay Davydenko
Washington;Washington;2009.08.02;48;Hard;Outdoor;$1,402,000;Juan Martin del Potro
ATP World Tour Masters 1000 Canada;Montreal;2009.08.10;56;Hard;Outdoor;$3,000,000;Andy Murray
ATP World Tour Masters 1000 Cincinnati;Cincinnati;2009.08.16;56;Hard;Outdoor;$3,000,000;Roger Federer
New Haven;New Haven;2009.08.23;48;Hard;Outdoor;$750,000;Fernando Verdasco
US Open;New York;2009.08.31;128;Hard;Outdoor;$9,756,000;Juan Martin del Potro
Bucharest;Bucharest, Romania;2009.09.21;32;Clay;Outdoor;€450,000;Albert Montanes
Metz;Metz;2009.09.21;28;Hard;Indoor;€450,000;Gael Monfils
Kuala Lumpur;Kuala Lumpur;2009.09.28;28;Hard;Indoor;$947,750;Nikolay Davydenko
