player_id;Hard;Clay;Grass;Carpet;Grand Slam;Tour Finals;Masters;Olympics;ATP 500;ATP 250;Davis Cup;Deciding Set;Fifth Set;After Winning 1st Set;After Losing 1st Set;Tie-Breaks;Deciding Set Tie-Breaks;Outdoor;Indoor;Best of 3;Best of 5;Vs No. 1;Vs Top 5;Vs Top 10;Vs Top 20;Vs Top 50;Vs Top 100;Final;For Bronze Medal;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin;Very Fast;Fast;Medium Fast;Medium;Medium Slow;Slow;Very Slow;Best of 3: 2:0;Best of 3: 2:1;Best of 3: 1:2;Best of 3: 0:2;Best of 5: 3:0;Best of 5: 3:1;Best of 5: 3:2;Best of 5: 2:3;Best of 5: 1:3;Best of 5: 0:3;Win;Final;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin
5602;27.5% (11-29);0.0% (0-4);22.2% (2-7);;23.5% (4-13);;25.0% (3-9);;0.0% (0-1);26.1% (6-17);;40.0% (6-9);33.3% (1-2);50.0% (8-8);13.5% (5-32);51.5% (17-16);50.0% (2-2);24.5% (12-37);25.0% (1-3);25.0% (9-27);23.5% (4-13);;0.0% (0-1);0.0% (0-3);0.0% (0-11);11.5% (3-23);21.4% (9-33);;;;;0.0% (0-5);26.3% (5-14);36.4% (4-7);22.2% (4-14);;35.7% (5-9);15.4% (2-11);31.3% (5-11);16.7% (1-5);0.0% (0-4);;;11.1% (4/36);13.9% (5/36);19.4% (7/36);55.6% (20/36);5.9% (1/17);11.8% (2/17);5.9% (1/17);11.8% (2/17);35.3% (6/17);29.4% (5/17);;;;;0.0% (0-5);26.3% (5-14);36.4% (4-7);22.2% (4-14);
3333;52.5% (232-210);42.3% (55-75);62.9% (73-43);47.1% (8-9);46.9% (53-60);;43.4% (63-82);66.7% (2-1);52.4% (44-40);57.6% (196-144);47.4% (9-10);50.4% (124-122);31.0% (9-20);81.0% (289-68);22.7% (79-269);50.1% (397-395);49.5% (50-51);51.6% (287-269);54.4% (81-68);53.5% (309-269);46.5% (59-68);22.2% (2-7);18.9% (7-30);25.9% (21-60);36.4% (51-89);43.4% (138-180);50.1% (268-267);42.1% (8-11);;50.0% (19-19);49.4% (38-39);55.1% (75-61);54.7% (117-97);49.6% (61-62);51.3% (40-38);;51.9% (69-64);59.0% (102-71);48.2% (68-73);50.9% (56-54);50.7% (37-36);52.9% (18-16);36.8% (7-12);33.4% (187/560);20.5% (115/560);18.2% (102/560);27.9% (156/560);21.1% (26/123);18.7% (23/123);7.3% (9/123);16.3% (20/123);12.2% (15/123);24.4% (30/123);2.4% (8/335);42.1% (8-11);50.0% (19-19);49.4% (38-39);55.1% (75-61);54.7% (117-97);49.6% (61-62);51.3% (40-38);
5209;39.0% (32-50);18.8% (3-13);50.0% (14-14);100.0% (1-0);21.4% (3-11);;27.8% (5-13);50.0% (1-1);32.4% (11-23);47.8% (22-24);61.5% (8-5);43.2% (19-25);33.3% (2-4);72.7% (40-15);13.9% (10-62);41.5% (27-38);54.5% (6-5);40.0% (44-66);35.3% (6-11);40.0% (42-63);36.4% (8-14);;0.0% (0-3);22.2% (2-7);27.8% (5-13);23.1% (12-40);33.0% (29-59);100.0% (1-0);;33.3% (1-2);30.0% (3-7);52.6% (10-9);44.2% (19-24);20.0% (5-20);23.1% (3-10);;43.6% (17-22);45.5% (15-18);11.8% (2-15);30.8% (4-9);40.0% (4-6);0.0% (0-2);;21.0% (21/100);17.0% (17/100);21.0% (21/100);41.0% (41/100);22.7% (5/22);4.5% (1/22);9.1% (2/22);18.2% (4/22);13.6% (3/22);31.8% (7/22);1.4% (1/73);100.0% (1-0);33.3% (1-2);30.0% (3-7);52.6% (10-9);44.2% (19-24);20.0% (5-20);23.1% (3-10);
5528;37.1% (43-73);20.7% (6-23);26.7% (4-11);;33.3% (10-20);;35.3% (6-11);66.7% (2-1);41.2% (7-10);29.1% (25-61);42.9% (3-4);27.1% (13-35);42.9% (3-4);63.8% (44-25);9.9% (9-82);45.1% (32-39);41.7% (5-7);34.2% (40-77);30.2% (13-30);32.3% (40-84);36.1% (13-23);;0.0% (0-4);8.3% (1-11);8.7% (2-21);23.1% (15-50);28.1% (34-87);;;0.0% (0-1);16.7% (1-5);26.1% (6-17);31.9% (23-49);36.0% (9-16);42.3% (11-15);;25.9% (7-20);39.4% (13-20);35.1% (13-24);41.9% (13-18);18.8% (3-13);11.1% (1-8);;23.8% (29/122);8.2% (10/122);25.4% (31/122);42.6% (52/122);8.6% (3/35);17.1% (6/35);8.6% (3/35);11.4% (4/35);14.3% (5/35);40.0% (14/35);;;0.0% (0-1);16.7% (1-5);26.1% (6-17);31.9% (23-49);36.0% (9-16);42.3% (11-15);
5601;26.1% (6-17);14.3% (1-6);0.0% (0-3);;0.0% (0-3);;0.0% (0-2);;50.0% (2-2);21.4% (3-11);20.0% (2-8);22.2% (2-7);0.0% (0-1);54.5% (6-5);4.5% (1-21);40.0% (8-12);100.0% (2-0);21.7% (5-18);20.0% (2-8);20.8% (5-19);22.2% (2-7);;;0.0% (0-1);0.0% (0-4);0.0% (0-10);20.0% (5-20);;;;0.0% (0-2);66.7% (2-1);25.0% (3-9);0.0% (0-3);0.0% (0-3);;28.6% (2-5);28.6% (2-5);20.0% (1-4);0.0% (0-2);;0.0% (0-2);;12.5% (3/24);8.3% (2/24);25.0% (6/24);54.2% (13/24);11.1% (1/9);11.1% (1/9);;11.1% (1/9);33.3% (3/9);33.3% (3/9);;;;0.0% (0-2);66.7% (2-1);25.0% (3-9);0.0% (0-3);0.0% (0-3);
5888;33.3% (17-34);28.6% (2-5);22.2% (2-7);;20.8% (5-19);;50.0% (2-2);;50.0% (6-6);29.6% (8-19);;33.3% (9-18);50.0% (4-4);48.4% (15-16);16.7% (6-30);45.5% (20-24);25.0% (1-3);31.3% (21-46);;37.2% (16-27);20.8% (5-19);;0.0% (0-5);0.0% (0-8);0.0% (0-13);11.5% (3-23);21.7% (10-36);;;;0.0% (0-2);28.6% (2-5);31.8% (7-15);33.3% (5-10);33.3% (7-14);;27.8% (5-13);21.4% (3-11);38.1% (8-13);37.5% (3-5);33.3% (2-4);;;23.8% (10/42);11.9% (5/42);33.3% (14/42);31.0% (13/42);4.2% (1/24);;16.7% (4/24);16.7% (4/24);25.0% (6/24);37.5% (9/24);;;;0.0% (0-2);28.6% (2-5);31.8% (7-15);33.3% (5-10);33.3% (7-14);
6107;34.5% (19-36);43.5% (27-35);0.0% (0-4);;23.5% (4-13);;37.5% (3-5);66.7% (2-1);20.0% (3-12);44.1% (30-38);40.0% (4-6);43.9% (18-23);20.0% (1-4);69.2% (36-16);14.5% (10-59);58.3% (28-20);71.4% (5-2);39.6% (44-67);20.0% (2-8);40.6% (39-57);28.0% (7-18);0.0% (0-1);0.0% (0-3);0.0% (0-4);15.4% (2-11);17.9% (7-32);26.7% (24-66);100.0% (1-0);;50.0% (1-1);22.2% (2-7);40.9% (9-13);40.0% (20-30);36.4% (4-7);31.3% (5-11);;23.1% (3-10);27.3% (3-8);35.5% (11-20);45.8% (11-13);31.6% (6-13);42.9% (3-4);83.3% (5-1);22.9% (22/96);17.7% (17/96);19.8% (19/96);39.6% (38/96);17.4% (4/23);;4.3% (1/23);17.4% (4/23);26.1% (6/23);34.8% (8/23);1.4% (1/70);100.0% (1-0);50.0% (1-1);22.2% (2-7);40.9% (9-13);40.0% (20-30);36.4% (4-7);31.3% (5-11);
4716;41.3% (83-118);47.9% (102-111);44.7% (17-21);;45.0% (36-44);;36.7% (33-57);;43.0% (34-45);49.2% (97-100);66.7% (2-1);51.8% (72-67);64.7% (11-6);77.5% (169-49);13.7% (32-201);44.7% (68-84);33.3% (4-8);45.3% (175-211);40.9% (27-39);44.7% (166-205);44.4% (36-45);0.0% (0-2);10.0% (2-18);14.3% (6-36);22.6% (21-72);32.5% (69-143);38.7% (139-220);57.1% (4-3);;53.8% (7-6);37.1% (13-22);38.0% (35-57);48.7% (75-79);39.6% (36-55);55.6% (30-24);;35.2% (19-35);34.6% (18-34);46.1% (41-48);46.2% (42-49);46.2% (42-49);54.1% (33-28);45.5% (5-6);27.1% (96/354);16.9% (60/354);17.5% (62/354);38.4% (136/354);14.7% (11/75);13.3% (10/75);14.7% (11/75);8.0% (6/75);17.3% (13/75);32.0% (24/75);1.6% (4/250);57.1% (4-3);53.8% (7-6);37.1% (13-22);38.0% (35-57);48.7% (75-79);39.6% (36-55);55.6% (30-24);
5403;25.0% (2-6);57.1% (12-9);0.0% (0-1);;50.0% (2-2);;;50.0% (1-1);;50.0% (9-9);42.9% (3-4);60.0% (3-2);;87.5% (14-2);6.7% (1-14);30.0% (3-7);;50.0% (15-15);0.0% (0-1);52.4% (11-10);40.0% (4-6);;;33.3% (1-2);25.0% (1-3);40.0% (4-6);44.4% (8-10);0.0% (0-1);;50.0% (1-1);100.0% (2-0);40.0% (2-3);40.0% (4-6);100.0% (2-0);50.0% (1-1);;50.0% (1-1);50.0% (3-3);;20.0% (1-4);50.0% (2-2);71.4% (5-2);;38.1% (8/21);14.3% (3/21);9.5% (2/21);38.1% (8/21);30.0% (3/10);10.0% (1/10);;;;50.0% (5/10);;0.0% (0-1);50.0% (1-1);100.0% (2-0);40.0% (2-3);40.0% (4-6);100.0% (2-0);50.0% (1-1);
6031;29.1% (25-61);26.3% (5-14);51.2% (22-21);;37.1% (13-22);;22.2% (4-14);0.0% (0-1);31.8% (7-15);38.9% (28-44);;50.0% (22-22);40.0% (4-6);72.2% (39-15);13.8% (13-81);41.4% (24-34);71.4% (5-2);36.2% (47-83);27.8% (5-13);34.5% (39-74);37.1% (13-22);0.0% (0-3);0.0% (0-7);0.0% (0-11);8.7% (2-21);21.3% (13-48);31.5% (35-76);;;0.0% (0-2);33.3% (2-4);24.0% (6-19);46.3% (25-29);18.8% (6-26);44.8% (13-16);;40.4% (19-28);33.3% (10-20);39.4% (13-20);26.3% (5-14);29.4% (5-12);0.0% (0-2);;18.6% (21/113);15.9% (18/113);14.2% (16/113);51.3% (58/113);5.9% (2/34);17.6% (6/34);11.8% (4/34);17.6% (6/34);14.7% (5/34);32.4% (11/34);;;0.0% (0-2);33.3% (2-4);24.0% (6-19);46.3% (25-29);18.8% (6-26);44.8% (13-16);
5333;27.7% (13-34);25.0% (6-18);57.1% (8-6);;43.5% (10-13);;12.5% (1-7);0.0% (0-1);12.5% (1-7);33.3% (15-30);;36.7% (11-19);83.3% (5-1);60.6% (20-13);13.5% (7-45);41.5% (17-24);50.0% (1-1);34.2% (25-48);16.7% (2-10);27.4% (17-45);43.5% (10-13);;50.0% (1-1);40.0% (2-3);25.0% (2-6);20.6% (7-27);25.8% (16-46);;;0.0% (0-1);25.0% (1-3);36.4% (4-7);28.2% (11-28);28.6% (4-10);43.8% (7-9);;50.0% (12-12);0.0% (0-7);26.3% (5-14);33.3% (6-12);9.1% (1-10);50.0% (1-1);50.0% (2-2);16.4% (10/61);9.8% (6/61);29.5% (18/61);44.3% (27/61);4.3% (1/23);17.4% (4/23);21.7% (5/23);4.3% (1/23);13.0% (3/23);39.1% (9/23);;;0.0% (0-1);25.0% (1-3);36.4% (4-7);28.2% (11-28);28.6% (4-10);43.8% (7-9);
20265;35.7% (5-9);44.4% (4-5);0.0% (0-2);;25.0% (1-3);;;;0.0% (0-1);40.0% (8-12);;46.2% (6-7);;87.5% (7-1);11.8% (2-15);33.3% (4-8);0.0% (0-2);30.8% (4-9);41.7% (5-7);38.1% (8-13);25.0% (1-3);;0.0% (0-1);0.0% (0-2);0.0% (0-4);20.0% (2-8);34.8% (8-15);;;;0.0% (0-2);33.3% (2-4);46.2% (6-7);0.0% (0-1);33.3% (1-2);;40.0% (4-6);25.0% (1-3);0.0% (0-1);40.0% (2-3);40.0% (2-3);;;9.5% (2/21);28.6% (6/21);33.3% (7/21);28.6% (6/21);25.0% (1/4);;;;;75.0% (3/4);;;;0.0% (0-2);33.3% (2-4);46.2% (6-7);0.0% (0-1);33.3% (1-2);
3893;36.4% (44-77);42.3% (60-82);20.0% (5-20);;30.4% (14-32);;30.0% (12-28);50.0% (1-1);30.8% (8-18);41.8% (69-96);55.6% (5-4);46.1% (41-48);36.4% (4-7);73.4% (80-29);16.2% (29-150);43.7% (55-71);41.7% (5-7);36.8% (91-156);43.9% (18-23);39.4% (93-143);30.8% (16-36);0.0% (0-2);0.0% (0-13);0.0% (0-19);7.0% (3-40);22.2% (26-91);29.1% (64-156);25.0% (1-3);;66.7% (4-2);30.0% (6-14);38.5% (20-32);38.9% (44-69);34.9% (15-28);34.1% (14-27);;28.9% (13-32);41.7% (15-21);38.5% (20-32);30.4% (17-39);42.1% (24-33);50.0% (12-12);33.3% (3-6);23.4% (54/231);16.0% (37/231);17.7% (41/231);42.9% (99/231);9.8% (5/51);11.8% (6/51);7.8% (4/51);13.7% (7/51);17.6% (9/51);39.2% (20/51);0.6% (1/176);25.0% (1-3);66.7% (4-2);30.0% (6-14);38.5% (20-32);38.9% (44-69);34.9% (15-28);34.1% (14-27);
25953;50.0% (1-1);0.0% (0-1);;;;;0.0% (0-1);;;50.0% (1-1);;100.0% (1-0);;0.0% (0-1);50.0% (1-1);50.0% (1-1);;0.0% (0-1);50.0% (1-1);33.3% (1-2);;;;;;0.0% (0-1);33.3% (1-2);;;;;0.0% (0-1);100.0% (1-0);0.0% (0-1);;;;50.0% (1-1);0.0% (0-1);;;;;;50.0% (1/2);;50.0% (1/2);;;;;;;;;;;0.0% (0-1);100.0% (1-0);0.0% (0-1);;
4423;36.7% (36-62);30.8% (4-9);23.5% (4-13);75.0% (9-3);19.0% (4-17);;0.0% (0-6);0.0% (0-1);10.5% (2-17);39.7% (23-35);70.6% (24-10);48.6% (18-19);62.5% (5-3);78.7% (37-10);17.9% (17-78);44.4% (24-30);100.0% (2-0);33.9% (38-74);53.3% (16-14);36.5% (35-61);41.3% (19-27);0.0% (0-1);0.0% (0-4);0.0% (0-13);7.4% (2-25);13.5% (7-45);20.5% (18-70);;;0.0% (0-2);40.0% (2-3);31.3% (5-11);36.4% (16-28);11.1% (2-16);20.0% (4-16);;21.1% (4-15);25.9% (7-20);33.3% (10-20);33.3% (7-14);14.3% (1-6);25.0% (1-3);;22.9% (22/96);13.5% (13/96);16.7% (16/96);46.9% (45/96);17.8% (8/45);11.1% (5/45);11.1% (5/45);6.7% (3/45);13.3% (6/45);40.0% (18/45);;;0.0% (0-2);40.0% (2-3);31.3% (5-11);36.4% (16-28);11.1% (2-16);20.0% (4-16);
5216;72.2% (309-119);70.3% (83-35);70.2% (40-17);75.0% (6-2);72.9% (97-36);46.7% (7-8);65.2% (107-57);83.3% (10-2);79.1% (87-23);72.6% (114-43);78.9% (15-4);67.4% (97-47);47.1% (8-9);92.5% (370-30);32.2% (68-143);58.2% (156-112);76.2% (16-5);71.7% (345-136);71.5% (93-37);71.2% (327-132);73.0% (111-41);41.7% (10-14);34.8% (31-58);40.5% (53-78);51.7% (107-100);64.3% (238-132);69.8% (367-159);62.9% (22-13);100.0% (1-0);57.6% (34-25);63.6% (56-32);71.5% (88-35);77.2% (115-34);74.7% (56-19);91.1% (41-4);56.3% (9-7);66.9% (87-43);70.6% (77-32);74.8% (107-36);74.2% (98-34);63.9% (23-13);76.9% (30-9);33.3% (1-2);52.5% (231/440);20.2% (89/440);8.6% (38/440);18.6% (82/440);45.9% (67/146);21.9% (32/146);5.5% (8/146);6.2% (9/146);10.3% (15/146);10.3% (15/146);11.5% (22/191);62.9% (22-13);57.6% (34-25);63.6% (56-32);71.5% (88-35);77.2% (115-34);74.7% (56-19);91.1% (41-4);56.3% (9-7)
5367;47.3% (43-48);33.3% (7-14);44.4% (8-10);;22.2% (4-14);;36.4% (8-14);;38.1% (8-13);55.2% (37-30);50.0% (1-1);57.8% (26-19);33.3% (1-2);75.0% (48-16);15.2% (10-56);46.6% (27-31);63.6% (7-4);44.3% (47-59);45.8% (11-13);48.2% (53-57);25.0% (5-15);0.0% (0-1);0.0% (0-8);12.5% (2-14);21.2% (7-26);33.8% (24-47);38.9% (42-66);33.3% (1-2);;50.0% (3-3);66.7% (6-3);33.3% (9-18);58.7% (27-19);27.8% (5-13);31.6% (6-13);;33.3% (10-20);56.3% (18-14);48.6% (17-18);50.0% (11-11);12.5% (1-7);0.0% (0-1);;25.0% (27/108);23.1% (25/108);15.7% (17/108);36.1% (39/108);11.1% (2/18);11.1% (2/18);5.6% (1/18);11.1% (2/18);33.3% (6/18);27.8% (5/18);1.4% (1/72);33.3% (1-2);50.0% (3-3);66.7% (6-3);33.3% (9-18);58.7% (27-19);27.8% (5-13);31.6% (6-13);
11174;28.0% (7-18);32.3% (10-21);0.0% (0-1);;14.3% (1-6);;0.0% (0-3);;33.3% (2-4);26.7% (8-22);54.5% (6-5);45.5% (10-12);66.7% (2-1);55.0% (11-9);16.2% (6-31);45.0% (9-11);50.0% (1-1);31.3% (15-33);22.2% (2-7);27.9% (12-31);35.7% (5-9);;;0.0% (0-1);0.0% (0-4);5.9% (1-16);20.0% (7-28);;;;0.0% (0-1);12.5% (1-7);32.0% (8-17);33.3% (1-2);11.1% (1-8);;0.0% (0-2);11.1% (1-8);45.5% (5-6);0.0% (0-4);33.3% (5-10);0.0% (0-4);0.0% (0-1);9.3% (4/43);18.6% (8/43);25.6% (11/43);46.5% (20/43);21.4% (3/14);;14.3% (2/14);7.1% (1/14);21.4% (3/14);35.7% (5/14);;;;0.0% (0-1);12.5% (1-7);32.0% (8-17);33.3% (1-2);11.1% (1-8);
6204;33.3% (3-6);;0.0% (0-1);;0.0% (0-3);;66.7% (2-1);;;25.0% (1-3);;33.3% (1-2);;50.0% (2-2);16.7% (1-5);50.0% (2-2);;30.0% (3-7);;42.9% (3-4);0.0% (0-3);;0.0% (0-1);;0.0% (0-3);40.0% (2-3);25.0% (2-6);;;;;0.0% (0-1);50.0% (1-1);33.3% (1-2);25.0% (1-3);;0.0% (0-1);;16.7% (1-5);66.7% (2-1);;;;28.6% (2/7);14.3% (1/7);28.6% (2/7);28.6% (2/7);;;;;33.3% (1/3);66.7% (2/3);;;;;0.0% (0-1);50.0% (1-1);33.3% (1-2);25.0% (1-3);
25960;33.3% (3-6);66.7% (2-1);;;60.0% (3-2);;;;;28.6% (2-5);;20.0% (1-4);100.0% (1-0);50.0% (4-4);25.0% (1-3);60.0% (3-2);;42.9% (3-4);40.0% (2-3);28.6% (2-5);60.0% (3-2);;;;0.0% (0-1);20.0% (1-4);33.3% (3-6);;;;;0.0% (0-2);40.0% (2-3);33.3% (1-2);100.0% (2-0);;40.0% (2-3);0.0% (0-1);33.3% (1-2);66.7% (2-1);;;;28.6% (2/7);;57.1% (4/7);14.3% (1/7);;40.0% (2/5);20.0% (1/5);;;40.0% (2/5);;;;;0.0% (0-2);40.0% (2-3);33.3% (1-2);100.0% (2-0);
10580;25.0% (3-9);46.2% (6-7);50.0% (2-2);;33.3% (2-4);;;;20.0% (1-4);33.3% (4-8);66.7% (4-2);37.5% (3-5);100.0% (1-0);69.2% (9-4);12.5% (2-14);41.2% (7-10);0.0% (0-1);43.5% (10-13);16.7% (1-5);40.0% (8-12);33.3% (3-6);;0.0% (0-1);;25.0% (1-3);30.0% (3-7);23.8% (5-16);;;;;0.0% (0-5);38.5% (5-8);100.0% (1-0);25.0% (1-3);;28.6% (2-5);0.0% (0-2);40.0% (2-3);33.3% (1-2);33.3% (2-4);;;30.0% (6/20);10.0% (2/20);25.0% (5/20);35.0% (7/20);11.1% (1/9);11.1% (1/9);11.1% (1/9);;55.6% (5/9);11.1% (1/9);;;;;0.0% (0-5);38.5% (5-8);100.0% (1-0);25.0% (1-3);
4913;78.1% (450-126);69.5% (105-46);83.6% (107-21);72.7% (8-3);80.8% (189-45);59.3% (16-11);72.0% (213-83);92.3% (12-1);77.5% (86-25);81.8% (126-28);90.9% (30-3);68.9% (157-71);65.7% (23-12);93.2% (564-41);41.1% (108-155);61.9% (200-123);64.5% (20-11);77.3% (548-161);78.0% (124-35);75.4% (453-148);82.0% (219-48);29.3% (12-29);44.1% (52-66);54.9% (101-83);61.9% (193-119);72.1% (403-156);75.6% (575-186);67.6% (46-22);;67.7% (65-31);71.2% (94-38);77.1% (135-40);85.3% (168-29);78.9% (75-20);90.0% (45-5);63.6% (14-8);79.4% (181-47);76.3% (106-33);80.9% (161-38);76.0% (117-37);75.3% (61-20);37.5% (6-10);55.6% (10-8);52.3% (307/587);22.8% (134/587);10.1% (59/587);14.8% (87/587);50.8% (133/262);22.1% (58/262);8.8% (23/262);4.6% (12/262);7.3% (19/262);6.5% (17/262);19.2% (46/240);67.6% (46-22);67.7% (65-31);71.2% (94-38);77.1% (135-40);85.3% (168-29);78.9% (75-20);90.0% (45-5);63.6% (14-8)
5140;32.3% (21-44);30.8% (4-9);40.0% (8-12);100.0% (2-0);20.0% (3-12);;14.3% (1-6);0.0% (0-1);30.8% (4-9);40.4% (19-28);50.0% (7-7);53.6% (15-13);100.0% (3-0);70.7% (29-12);10.2% (6-53);51.3% (20-19);33.3% (1-2);33.0% (29-59);50.0% (6-6);36.5% (27-47);30.8% (8-18);;33.3% (1-2);20.0% (1-4);25.0% (2-6);17.6% (6-28);23.4% (15-49);;;;0.0% (0-4);22.2% (4-14);54.5% (18-15);9.1% (1-10);23.5% (4-13);;17.6% (3-14);42.1% (8-11);35.7% (10-18);40.0% (4-6);16.7% (1-5);33.3% (2-4);;20.8% (15/72);16.7% (12/72);18.1% (13/72);44.4% (32/72);12.0% (3/25);4.0% (1/25);12.0% (3/25);;28.0% (7/25);44.0% (11/25);;;;0.0% (0-4);22.2% (4-14);54.5% (18-15);9.1% (1-10);23.5% (4-13);
11548;0.0% (0-4);0.0% (0-1);;;0.0% (0-1);;;;0.0% (0-1);0.0% (0-1);0.0% (0-2);0.0% (0-1);;0.0% (0-1);0.0% (0-4);0.0% (0-1);;0.0% (0-5);;0.0% (0-4);0.0% (0-1);;0.0% (0-1);;;;0.0% (0-2);;;;;;0.0% (0-2);;0.0% (0-1);;;;0.0% (0-2);0.0% (0-1);;;;;;25.0% (1/4);75.0% (3/4);;;;;100.0% (1/1);;;;;;;0.0% (0-2);;0.0% (0-1);
5351;22.2% (2-7);;33.3% (2-4);;0.0% (0-1);;;;;28.6% (4-10);0.0% (0-1);33.3% (2-4);;66.7% (4-2);0.0% (0-10);0.0% (0-5);0.0% (0-1);15.4% (2-11);66.7% (2-1);28.6% (4-10);0.0% (0-2);;;;;16.7% (1-5);11.1% (1-8);;;;0.0% (0-2);100.0% (2-0);20.0% (2-8);;0.0% (0-1);;33.3% (2-4);0.0% (0-3);40.0% (2-3);0.0% (0-1);;;;14.3% (2/14);14.3% (2/14);28.6% (4/14);42.9% (6/14);;;;;;100.0% (1/1);;;;0.0% (0-2);100.0% (2-0);20.0% (2-8);;0.0% (0-1);
11176;53.1% (60-53);54.8% (17-14);33.3% (1-2);;56.0% (14-11);;48.1% (13-14);;50.0% (13-13);51.7% (31-29);80.0% (8-2);56.8% (25-19);71.4% (5-2);82.9% (63-13);22.2% (16-56);37.5% (21-35);40.0% (2-3);55.4% (72-58);38.9% (7-11);50.4% (57-56);62.9% (22-13);0.0% (0-3);10.0% (1-9);6.7% (1-14);22.2% (8-28);36.2% (25-44);47.0% (54-61);;;0.0% (0-3);18.8% (3-13);48.5% (16-17);63.0% (29-17);56.0% (14-11);60.0% (9-6);;42.3% (11-15);48.4% (15-16);59.1% (26-18);54.5% (12-10);50.0% (6-6);33.3% (1-2);;32.4% (36/111);18.0% (20/111);15.3% (17/111);34.2% (38/111);36.7% (11/30);10.0% (3/30);16.7% (5/30);6.7% (2/30);6.7% (2/30);23.3% (7/30);1.5% (1/68);;0.0% (0-3);18.8% (3-13);48.5% (16-17);63.0% (29-17);56.0% (14-11);60.0% (9-6);
17203;25.0% (1-3);0.0% (0-1);;;0.0% (0-1);;;;33.3% (1-2);0.0% (0-1);;0.0% (0-3);0.0% (0-1);33.3% (1-2);0.0% (0-2);66.7% (2-1);0.0% (0-1);20.0% (1-4);;25.0% (1-3);0.0% (0-1);;;;;0.0% (0-1);0.0% (0-3);;;;;;0.0% (0-3);100.0% (1-0);0.0% (0-1);;0.0% (0-1);33.3% (1-2);;;;0.0% (0-1);;25.0% (1/4);;50.0% (2/4);25.0% (1/4);;;;100.0% (1/1);;;;;;;;0.0% (0-3);100.0% (1-0);0.0% (0-1);
11429;37.5% (12-20);25.0% (2-6);62.5% (5-3);;45.5% (5-6);;30.0% (3-7);;50.0% (4-4);36.8% (7-12);;36.8% (7-12);20.0% (1-4);57.7% (15-11);18.2% (4-18);58.8% (10-7);50.0% (2-2);40.9% (18-26);25.0% (1-3);37.8% (14-23);45.5% (5-6);;33.3% (1-2);20.0% (1-4);22.2% (2-7);38.1% (8-13);39.5% (15-23);;;0.0% (0-1);33.3% (1-2);42.9% (3-4);41.2% (7-10);27.3% (3-8);55.6% (5-4);;53.3% (8-7);46.2% (6-7);22.2% (2-7);20.0% (1-4);40.0% (2-3);0.0% (0-1);;19.4% (7/36);16.7% (6/36);22.2% (8/36);41.7% (15/36);9.1% (1/11);27.3% (3/11);9.1% (1/11);36.4% (4/11);18.2% (2/11);;;;0.0% (0-1);33.3% (1-2);42.9% (3-4);41.2% (7-10);27.3% (3-8);55.6% (5-4);
5805;38.5% (5-8);26.3% (5-14);25.0% (1-3);;11.1% (1-8);;40.0% (2-3);;0.0% (0-2);40.0% (8-12);;50.0% (4-4);100.0% (1-0);53.3% (8-7);14.3% (3-18);41.2% (7-10);;30.6% (11-25);;37.0% (10-17);11.1% (1-8);;;0.0% (0-1);0.0% (0-6);18.8% (3-13);35.7% (10-18);;;;;0.0% (0-7);53.8% (7-6);16.7% (1-5);30.0% (3-7);;0.0% (0-3);33.3% (2-4);42.9% (3-4);33.3% (3-6);33.3% (2-4);25.0% (1-3);0.0% (0-1);25.9% (7/27);11.1% (3/27);14.8% (4/27);48.1% (13/27);;;11.1% (1/9);;44.4% (4/9);44.4% (4/9);;;;;0.0% (0-7);53.8% (7-6);16.7% (1-5);30.0% (3-7);
5219;50.0% (3-3);68.0% (17-8);;25.0% (1-3);;;;;;61.1% (11-7);55.6% (10-8);66.7% (8-4);0.0% (0-2);90.0% (18-2);18.8% (3-13);64.7% (11-6);75.0% (3-1);62.5% (20-12);25.0% (1-3);63.2% (12-7);52.9% (9-8);;;0.0% (0-1);0.0% (0-2);22.2% (2-7);44.4% (8-10);0.0% (0-1);;50.0% (1-1);66.7% (2-1);60.0% (3-2);71.4% (5-2);;;;;;;;66.7% (6-3);55.6% (5-4);;21.1% (4/19);42.1% (8/19);10.5% (2/19);26.3% (5/19);47.1% (8/17);5.9% (1/17);;11.8% (2/17);23.5% (4/17);11.8% (2/17);;0.0% (0-1);50.0% (1-1);66.7% (2-1);60.0% (3-2);71.4% (5-2);;;
5717;33.3% (1-2);16.7% (1-5);;;;;50.0% (1-1);;0.0% (0-2);25.0% (1-3);0.0% (0-1);33.3% (1-2);;33.3% (1-2);16.7% (1-5);0.0% (0-2);;22.2% (2-7);;25.0% (2-6);0.0% (0-1);;;;;0.0% (0-1);28.6% (2-5);;;;;0.0% (0-1);20.0% (1-4);50.0% (1-1);;;;50.0% (1-1);50.0% (1-1);0.0% (0-1);0.0% (0-3);;;;14.3% (1/7);28.6% (2/7);57.1% (4/7);;;;;;100.0% (1/1);;;;;0.0% (0-1);20.0% (1-4);50.0% (1-1);;
