player_id;Hard;Clay;Grass;Carpet;Grand Slam;Tour Finals;Masters;Olympics;ATP 500;ATP 250;Davis Cup;Deciding Set;Fifth Set;After Winning 1st Set;After Losing 1st Set;Tie-Breaks;Deciding Set Tie-Breaks;Outdoor;Indoor;Best of 3;Best of 5;Vs No. 1;Vs Top 5;Vs Top 10;Vs Top 20;Vs Top 50;Vs Top 100;Final;For Bronze Medal;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin;Very Fast;Fast;Medium Fast;Medium;Medium Slow;Slow;Very Slow;Best of 3: 2:0;Best of 3: 2:1;Best of 3: 1:2;Best of 3: 0:2;Best of 5: 3:0;Best of 5: 3:1;Best of 5: 3:2;Best of 5: 2:3;Best of 5: 1:3;Best of 5: 0:3;Win;Final;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin
26011;43.2% (41-54);37.0% (10-17);46.2% (6-7);;40.0% (10-15);;45.9% (17-20);;33.3% (7-14);46.0% (23-27);0.0% (0-2);36.2% (21-37);11.1% (1-8);71.7% (43-17);18.7% (14-61);47.4% (36-40);38.5% (5-8);43.0% (49-65);38.1% (8-13);43.5% (47-61);37.0% (10-17);;0.0% (0-6);15.8% (3-16);22.9% (8-27);36.6% (26-45);42.3% (47-64);50.0% (1-1);;100.0% (2-0);22.2% (2-7);37.5% (9-15);47.9% (23-25);40.7% (11-16);42.9% (9-12);1.3% (1/78);46.8% (22-25);30.0% (6-14);50.0% (15-15);31.6% (6-13);22.2% (2-7);75.0% (6-2);;23.6% (25/106);18.9% (20/106);27.4% (29/106);30.2% (32/106);3.8% (1/26);26.9% (7/26);3.8% (1/26);30.8% (8/26);3.8% (1/26);30.8% (8/26);1.3% (1/78);50.0% (1-1);100.0% (2-0);22.2% (2-7);37.5% (9-15);47.9% (23-25);40.7% (11-16);42.9% (9-12);1.3% (1/78)
22171;43.3% (13-17);50.0% (2-2);50.0% (4-4);;44.4% (4-5);;33.3% (1-2);;20.0% (1-4);52.0% (13-12);;70.6% (12-5);100.0% (2-0);75.0% (9-3);33.3% (10-20);54.2% (13-11);50.0% (3-3);48.4% (15-16);36.4% (4-7);45.5% (15-18);44.4% (4-5);0.0% (0-1);0.0% (0-2);;33.3% (2-4);33.3% (5-10);40.0% (12-18);0.0% (0-2);;100.0% (2-0);50.0% (2-2);80.0% (4-1);31.3% (5-11);28.6% (2-5);66.7% (4-2);;46.2% (6-7);50.0% (6-6);33.3% (3-6);50.0% (3-3);50.0% (1-1);;;16.1% (5/31);32.3% (10/31);16.1% (5/31);35.5% (11/31);;22.2% (2/9);22.2% (2/9);;22.2% (2/9);33.3% (3/9);;0.0% (0-2);100.0% (2-0);50.0% (2-2);80.0% (4-1);31.3% (5-11);28.6% (2-5);66.7% (4-2);
5349;44.4% (48-60);38.5% (10-16);43.5% (10-13);;45.7% (16-19);;35.0% (7-13);50.0% (1-1);47.4% (9-10);43.8% (35-45);0.0% (0-1);43.6% (24-31);28.6% (2-5);78.0% (46-13);22.4% (22-76);42.7% (32-43);37.5% (3-5);44.0% (62-79);37.5% (6-10);43.0% (52-69);44.4% (16-20);0.0% (0-1);10.0% (1-9);5.9% (1-16);17.6% (6-28);24.4% (20-62);38.9% (51-80);0.0% (0-2);;66.7% (2-1);33.3% (3-6);30.0% (9-21);46.0% (29-34);50.0% (13-13);52.2% (12-11);;45.7% (21-25);40.0% (12-18);47.6% (20-22);33.3% (6-12);50.0% (8-8);33.3% (1-2);0.0% (0-1);24.8% (29/117);18.8% (22/117);22.2% (26/117);34.2% (40/117);17.1% (6/35);20.0% (7/35);5.7% (2/35);14.3% (5/35);14.3% (5/35);28.6% (10/35);;0.0% (0-2);66.7% (2-1);33.3% (3-6);30.0% (9-21);46.0% (29-34);50.0% (13-13);52.2% (12-11);
4269;53.7% (256-221);61.5% (230-144);54.8% (51-42);52.9% (9-8);62.7% (111-66);0.0% (0-3);50.2% (128-127);0.0% (0-1);56.0% (93-73);59.3% (204-140);64.3% (9-5);50.6% (176-172);52.1% (25-23);82.0% (427-94);27.0% (119-321);48.7% (211-222);36.6% (15-26);57.8% (466-340);51.6% (80-75);55.6% (430-343);61.7% (116-72);0.0% (0-12);19.0% (15-64);20.9% (28-106);30.5% (74-169);43.0% (214-284);51.7% (407-380);30.4% (7-16);;46.9% (23-26);47.6% (49-54);49.8% (103-104);58.7% (178-125);62.3% (114-69);82.2% (60-13);40.0% (2-3);48.0% (71-77);52.7% (68-61);59.4% (120-82);58.9% (109-76);62.6% (102-61);57.3% (47-35);54.1% (20-17);34.8% (261/749);20.2% (151/749);19.9% (149/749);25.1% (188/749);31.5% (58/184);16.3% (30/184);13.6% (25/184);12.5% (23/184);12.0% (22/184);14.1% (26/184);1.7% (7/416);30.4% (7-16);46.9% (23-26);47.6% (49-54);49.8% (103-104);58.7% (178-125);62.3% (114-69);82.2% (60-13);40.0% (2-3)
6214;23.1% (3-10);60.0% (18-12);33.3% (1-2);;57.1% (4-3);;25.0% (1-3);;28.6% (2-5);53.6% (15-13);;47.1% (8-9);100.0% (1-0);78.9% (15-4);25.9% (7-20);47.4% (9-10);0.0% (0-1);50.0% (21-21);25.0% (1-3);46.2% (18-21);57.1% (4-3);0.0% (0-1);0.0% (0-4);;16.7% (1-5);36.8% (7-12);40.0% (12-18);50.0% (1-1);;100.0% (2-0);100.0% (2-0);18.2% (2-9);55.0% (11-9);33.3% (2-4);66.7% (2-1);;27.3% (3-8);0.0% (0-2);33.3% (1-2);70.6% (12-5);55.6% (5-4);33.3% (1-2);0.0% (0-1);28.2% (11/39);17.9% (7/39);23.1% (9/39);30.8% (12/39);14.3% (1/7);28.6% (2/7);14.3% (1/7);;14.3% (1/7);28.6% (2/7);4.0% (1/25);50.0% (1-1);100.0% (2-0);100.0% (2-0);18.2% (2-9);55.0% (11-9);33.3% (2-4);66.7% (2-1);
4868;48.0% (145-157);52.6% (103-93);48.3% (28-30);;52.5% (52-47);;46.1% (70-82);;46.2% (36-42);51.2% (111-106);71.4% (5-2);53.7% (87-75);68.4% (13-6);85.8% (218-36);18.9% (57-244);46.8% (137-156);55.6% (20-16);50.4% (235-231);45.6% (41-49);48.9% (221-231);52.9% (55-49);0.0% (0-5);10.5% (4-34);16.2% (12-62);24.1% (35-110);35.7% (102-184);45.4% (211-254);33.3% (1-2);;21.4% (3-11);28.6% (14-35);45.3% (48-58);52.6% (102-92);48.7% (57-60);69.8% (44-19);;46.9% (53-60);49.0% (49-51);52.7% (59-53);47.3% (44-49);53.0% (44-39);41.9% (13-18);52.9% (9-8);31.9% (141/442);16.7% (74/442);15.6% (69/442);35.7% (158/442);20.6% (21/102);18.6% (19/102);12.7% (13/102);5.9% (6/102);13.7% (14/102);28.4% (29/102);0.4% (1/278);33.3% (1-2);21.4% (3-11);28.6% (14-35);45.3% (48-58);52.6% (102-92);48.7% (57-60);69.8% (44-19);
32068;35.3% (6-11);46.7% (14-16);62.5% (5-3);;33.3% (3-6);;41.7% (5-7);;0.0% (0-3);54.8% (17-14);;47.4% (9-10);100.0% (1-0);81.8% (18-4);21.2% (7-26);54.1% (20-17);66.7% (2-1);46.9% (23-26);33.3% (2-4);47.8% (22-24);33.3% (3-6);;0.0% (0-2);0.0% (0-3);16.7% (1-5);38.5% (10-16);45.7% (21-25);100.0% (1-0);;50.0% (1-1);40.0% (2-3);45.5% (5-6);52.6% (10-9);20.0% (2-8);57.1% (4-3);;41.2% (7-10);50.0% (1-1);50.0% (4-4);43.8% (7-9);40.0% (2-3);60.0% (3-2);50.0% (1-1);30.4% (14/46);17.4% (8/46);21.7% (10/46);30.4% (14/46);11.1% (1/9);11.1% (1/9);11.1% (1/9);;11.1% (1/9);55.6% (5/9);3.2% (1/31);100.0% (1-0);50.0% (1-1);40.0% (2-3);45.5% (5-6);52.6% (10-9);20.0% (2-8);57.1% (4-3);
11787;50.9% (27-26);45.5% (10-12);35.7% (5-9);;30.8% (4-9);;35.7% (5-9);;35.7% (5-9);59.1% (26-18);50.0% (2-2);40.0% (10-15);33.3% (1-2);80.9% (38-9);9.5% (4-38);41.5% (17-24);0.0% (0-4);48.8% (41-43);20.0% (1-4);50.0% (36-36);35.3% (6-11);;0.0% (0-2);11.1% (1-8);16.7% (3-15);43.9% (18-23);45.6% (31-37);0.0% (0-1);;16.7% (1-5);75.0% (6-2);44.4% (8-10);58.6% (17-12);40.0% (4-6);30.8% (4-9);;28.6% (6-15);73.7% (14-5);50.0% (12-12);27.3% (3-8);33.3% (1-2);57.1% (4-3);;35.7% (25/70);12.9% (9/70);18.6% (13/70);32.9% (23/70);13.3% (2/15);6.7% (1/15);6.7% (1/15);13.3% (2/15);26.7% (4/15);33.3% (5/15);;0.0% (0-1);16.7% (1-5);75.0% (6-2);44.4% (8-10);58.6% (17-12);40.0% (4-6);30.8% (4-9);
44831;40.7% (11-16);20.0% (1-4);60.0% (6-4);;44.4% (4-5);;0.0% (0-4);;;48.3% (14-15);;25.0% (4-12);0.0% (0-2);58.3% (14-10);22.2% (4-14);38.5% (10-16);0.0% (0-3);39.3% (11-17);50.0% (7-7);42.4% (14-19);44.4% (4-5);0.0% (0-1);;;66.7% (4-2);35.3% (6-11);33.3% (9-18);;;0.0% (0-3);100.0% (3-0);30.0% (3-7);60.0% (9-6);25.0% (1-3);28.6% (2-5);;47.8% (11-12);57.1% (4-3);37.5% (3-5);0.0% (0-3);0.0% (0-1);;;30.3% (10/33);12.1% (4/33);30.3% (10/33);27.3% (9/33);37.5% (3/8);;;25.0% (2/8);25.0% (2/8);12.5% (1/8);;;0.0% (0-3);100.0% (3-0);30.0% (3-7);60.0% (9-6);25.0% (1-3);28.6% (2-5);
34555;26.1% (6-17);58.7% (27-19);0.0% (0-1);;40.0% (4-6);;25.0% (2-6);;50.0% (7-7);52.9% (18-16);60.0% (3-2);55.6% (10-8);100.0% (2-0);83.3% (30-6);11.4% (4-31);31.8% (7-15);100.0% (1-0);46.8% (29-33);55.6% (5-4);49.1% (28-29);42.9% (6-8);;0.0% (0-1);0.0% (0-2);0.0% (0-7);23.1% (6-20);37.5% (21-35);0.0% (0-1);;25.0% (1-3);57.1% (4-3);53.8% (7-6);54.2% (13-11);33.3% (3-6);37.5% (3-5);;42.9% (3-4);25.0% (2-6);27.3% (3-8);66.7% (16-8);41.7% (5-7);66.7% (2-1);0.0% (0-1);34.6% (18/52);15.4% (8/52);15.4% (8/52);34.6% (18/52);21.4% (3/14);7.1% (1/14);14.3% (2/14);;;57.1% (8/14);;0.0% (0-1);25.0% (1-3);57.1% (4-3);53.8% (7-6);54.2% (13-11);33.3% (3-6);37.5% (3-5);
4467;58.1% (282-203);57.6% (144-106);57.3% (51-38);36.4% (4-7);61.4% (86-54);50.0% (2-2);53.5% (122-106);66.7% (6-3);52.1% (61-56);61.4% (196-123);44.4% (8-10);61.0% (175-112);57.6% (19-14);86.9% (371-56);27.0% (110-297);48.7% (166-175);52.5% (21-19);57.1% (359-270);59.2% (122-84);57.3% (390-291);59.1% (91-63);25.0% (2-6);17.2% (11-53);26.8% (33-90);32.5% (62-129);42.9% (179-238);53.2% (359-316);63.6% (14-8);;42.0% (21-29);51.5% (50-47);52.5% (96-87);57.1% (148-111);66.7% (94-47);78.3% (47-13);60.0% (3-2);58.0% (123-89);57.2% (83-62);55.8% (87-69);59.6% (65-44);56.8% (50-38);63.5% (40-23);56.8% (25-19);34.1% (227/665);23.5% (156/665);14.7% (98/665);27.7% (184/665);28.4% (42/148);18.2% (27/148);12.8% (19/148);9.5% (14/148);9.5% (14/148);21.6% (32/148);3.9% (14/359);63.6% (14-8);42.0% (21-29);51.5% (50-47);52.5% (96-87);57.1% (148-111);66.7% (94-47);78.3% (47-13);60.0% (3-2)
4664;29.8% (36-85);51.0% (100-96);11.8% (2-15);;34.7% (17-32);;37.5% (21-35);;45.0% (27-33);43.4% (72-94);33.3% (1-2);42.2% (43-59);45.5% (5-6);76.4% (113-35);13.0% (24-161);42.2% (43-59);27.3% (3-8);42.6% (129-174);29.0% (9-22);42.6% (120-162);34.6% (18-34);0.0% (0-3);0.0% (0-10);15.4% (4-22);22.2% (12-42);29.8% (42-99);37.2% (99-167);44.4% (4-5);;64.3% (9-5);54.2% (13-11);44.4% (24-30);34.8% (47-88);42.6% (23-31);41.5% (17-24);;16.1% (5-26);11.5% (3-23);35.5% (22-40);48.1% (38-41);48.8% (40-42);56.1% (23-18);60.0% (6-4);27.5% (74/269);14.1% (38/269);19.7% (53/269);38.7% (104/269);20.4% (10/49);4.1% (2/49);10.2% (5/49);12.2% (6/49);16.3% (8/49);36.7% (18/49);2.0% (4/198);44.4% (4-5);64.3% (9-5);54.2% (13-11);44.4% (24-30);34.8% (47-88);42.6% (23-31);41.5% (17-24);
5370;46.1% (47-55);49.0% (49-51);39.3% (11-17);;27.8% (10-26);;40.7% (11-16);;47.1% (16-18);51.6% (66-62);80.0% (4-1);51.2% (44-42);66.7% (4-2);73.3% (77-28);24.0% (30-95);51.4% (55-52);46.2% (6-7);46.5% (93-107);46.7% (14-16);50.3% (97-96);27.0% (10-27);0.0% (0-4);0.0% (0-12);4.8% (1-20);20.0% (10-40);32.7% (36-74);38.6% (68-108);0.0% (0-4);;57.1% (4-3);42.1% (8-11);38.8% (19-30);55.8% (48-38);53.8% (14-12);29.4% (10-24);;43.1% (22-29);28.6% (6-15);54.5% (24-20);34.6% (9-17);50.0% (27-27);52.2% (12-11);50.0% (3-3);28.3% (51/180);22.2% (40/180);22.2% (40/180);27.2% (49/180);2.9% (1/35);11.4% (4/35);11.4% (4/35);5.7% (2/35);28.6% (10/35);40.0% (14/35);;0.0% (0-4);57.1% (4-3);42.1% (8-11);38.8% (19-30);55.8% (48-38);53.8% (14-12);29.4% (10-24);
45001;50.0% (15-15);25.0% (1-3);60.0% (6-4);;42.9% (3-4);;54.5% (6-5);;33.3% (2-4);55.0% (11-9);;62.5% (5-3);50.0% (1-1);89.5% (17-2);20.0% (5-20);38.5% (10-16);66.7% (2-1);51.2% (21-20);33.3% (1-2);51.4% (19-18);42.9% (3-4);;;50.0% (1-1);20.0% (1-4);31.8% (7-15);47.4% (18-20);0.0% (0-1);;100.0% (1-0);33.3% (1-2);30.0% (3-7);66.7% (10-5);37.5% (3-5);66.7% (4-2);;47.4% (9-10);62.5% (5-3);50.0% (4-4);57.1% (4-3);0.0% (0-2);;;37.1% (13/35);11.4% (4/35);5.7% (2/35);45.7% (16/35);16.7% (1/6);16.7% (1/6);16.7% (1/6);16.7% (1/6);;33.3% (2/6);;0.0% (0-1);100.0% (1-0);33.3% (1-2);30.0% (3-7);66.7% (10-5);37.5% (3-5);66.7% (4-2);
5303;46.4% (98-113);50.6% (79-77);41.2% (14-20);;47.2% (25-28);;37.3% (28-47);50.0% (1-1);30.0% (15-35);53.9% (104-89);64.5% (20-11);51.0% (77-74);57.1% (8-6);77.6% (142-41);23.1% (51-170);48.7% (73-77);61.9% (13-8);46.5% (153-176);53.3% (40-35);47.0% (155-175);51.4% (38-36);0.0% (0-3);15.0% (3-17);13.5% (5-32);21.4% (15-55);37.4% (64-107);43.1% (127-168);30.0% (3-7);;52.6% (10-9);57.6% (19-14);50.8% (33-32);39.9% (57-86);46.2% (30-35);55.3% (21-17);;38.2% (26-42);41.5% (27-38);45.7% (32-38);56.8% (46-35);42.3% (22-30);51.9% (14-13);60.0% (6-4);24.9% (81/325);21.2% (69/325);20.9% (68/325);32.9% (107/325);25.4% (18/71);12.7% (9/71);11.3% (8/71);8.5% (6/71);15.5% (11/71);26.8% (19/71);1.5% (3/203);30.0% (3-7);52.6% (10-9);57.6% (19-14);50.8% (33-32);39.9% (57-86);46.2% (30-35);55.3% (21-17);
4752;62.1% (316-193);62.3% (142-86);67.3% (70-34);56.3% (9-7);64.6% (106-58);16.7% (1-5);57.6% (137-101);50.0% (1-1);57.1% (68-51);69.2% (211-94);58.3% (14-10);58.6% (139-98);43.5% (10-13);87.6% (445-63);26.6% (93-257);54.8% (193-159);62.5% (20-12);62.8% (420-249);62.4% (118-71);62.3% (419-254);64.3% (119-66);5.9% (1-16);13.4% (9-58);24.4% (33-102);32.4% (72-150);49.1% (233-242);57.4% (412-306);48.4% (15-16);;49.2% (31-32);58.3% (63-45);56.9% (107-81);66.1% (160-82);78.8% (104-28);66.1% (41-21);37.5% (3-5);59.3% (115-79);66.3% (120-61);62.7% (89-53);61.2% (79-50);67.3% (66-32);57.1% (28-21);65.9% (27-14);43.2% (281/651);20.0% (130/651);12.9% (84/651);24.0% (156/651);42.4% (75/177);16.4% (29/177);5.6% (10/177);7.3% (13/177);9.6% (17/177);18.6% (33/177);4.6% (15/329);48.4% (15-16);49.2% (31-32);58.3% (63-45);56.9% (107-81);66.1% (160-82);78.8% (104-28);66.1% (41-21);37.5% (3-5)
3852;51.0% (267-257);49.4% (126-129);65.3% (81-43);47.8% (11-12);57.1% (96-72);;46.0% (115-135);66.7% (4-2);55.7% (103-82);53.0% (159-141);46.7% (7-8);55.7% (182-145);67.6% (23-11);80.1% (371-92);24.6% (114-350);54.1% (310-263);48.3% (28-30);53.3% (407-356);47.9% (79-86);51.1% (384-367);57.6% (102-75);14.3% (2-12);18.8% (13-56);29.0% (38-93);33.9% (80-156);41.9% (205-284);47.8% (356-388);38.9% (7-11);;47.4% (18-20);42.7% (38-51);48.0% (83-90);52.2% (156-143);57.6% (118-87);64.7% (55-30);100.0% (2-0);55.3% (105-85);57.6% (98-72);50.5% (95-93);51.5% (86-81);50.5% (56-55);43.2% (19-25);41.7% (15-21);29.1% (213/731);21.8% (159/731);18.3% (134/731);30.8% (225/731);25.9% (44/170);17.6% (30/170);13.5% (23/170);6.5% (11/170);13.5% (23/170);22.9% (39/170);1.6% (7/441);38.9% (7-11);47.4% (18-20);42.7% (38-51);48.0% (83-90);52.2% (156-143);57.6% (118-87);64.7% (55-30);100.0% (2-0)
11415;42.4% (28-38);38.9% (7-11);38.1% (8-13);;28.0% (7-18);;36.4% (4-7);0.0% (0-1);46.7% (7-8);45.8% (22-26);60.0% (3-2);44.7% (17-21);22.2% (2-7);73.2% (30-11);20.3% (13-51);32.7% (16-33);20.0% (1-4);40.6% (41-60);50.0% (2-2);44.7% (34-42);31.0% (9-20);100.0% (1-0);50.0% (1-1);10.0% (1-9);22.2% (4-14);32.7% (16-33);34.6% (28-53);0.0% (0-1);;50.0% (1-1);33.3% (2-4);30.0% (6-14);56.3% (18-14);29.4% (5-12);36.4% (8-14);;40.6% (13-19);34.8% (8-15);47.6% (10-11);38.9% (7-11);33.3% (2-4);;;23.3% (17/73);20.5% (15/73);19.2% (14/73);37.0% (27/73);17.2% (5/29);6.9% (2/29);6.9% (2/29);24.1% (7/29);13.8% (4/29);31.0% (9/29);;0.0% (0-1);50.0% (1-1);33.3% (2-4);30.0% (6-14);56.3% (18-14);29.4% (5-12);36.4% (8-14);
5718;42.1% (48-66);46.7% (14-16);50.0% (14-14);;41.2% (14-20);;35.1% (13-24);;45.8% (11-13);50.0% (38-38);0.0% (0-1);47.2% (25-28);60.0% (3-2);78.4% (58-16);18.4% (18-80);46.2% (48-56);54.5% (6-5);45.8% (55-65);40.4% (21-31);44.9% (62-76);41.2% (14-20);;0.0% (0-6);18.8% (3-13);25.0% (9-27);33.7% (29-57);42.3% (58-79);0.0% (0-3);;50.0% (3-3);60.0% (6-4);30.3% (10-23);54.5% (30-25);35.1% (13-24);51.9% (14-13);;50.0% (33-33);35.1% (13-24);45.7% (16-19);35.7% (5-9);46.2% (6-7);60.0% (3-2);0.0% (0-1);27.6% (37/134);16.4% (22/134);19.4% (26/134);36.6% (49/134);12.1% (4/33);18.2% (6/33);9.1% (3/33);6.1% (2/33);27.3% (9/33);27.3% (9/33);;0.0% (0-3);50.0% (3-3);60.0% (6-4);30.3% (10-23);54.5% (30-25);35.1% (13-24);51.9% (14-13);
5564;52.1% (87-80);20.0% (5-20);21.1% (4-15);100.0% (1-0);31.6% (12-26);;11.1% (1-8);0.0% (0-1);33.3% (8-16);48.2% (55-59);81.5% (22-5);45.9% (34-40);60.0% (6-4);76.8% (73-22);21.2% (25-93);48.0% (47-51);41.7% (5-7);42.5% (65-88);55.0% (33-27);44.1% (67-85);50.8% (31-30);0.0% (0-1);25.0% (1-3);16.7% (2-10);19.2% (5-21);24.7% (20-61);35.1% (52-96);0.0% (0-2);;66.7% (2-1);15.8% (3-16);47.4% (18-20);56.7% (38-29);16.0% (4-21);34.4% (11-21);;45.5% (20-24);43.9% (18-23);42.5% (17-23);31.3% (10-22);35.0% (7-13);50.0% (3-3);33.3% (1-2);23.8% (35/147);19.0% (28/147);24.5% (36/147);32.7% (48/147);29.3% (17/58);10.3% (6/58);10.3% (6/58);6.9% (4/58);12.1% (7/58);31.0% (18/58);;0.0% (0-2);66.7% (2-1);15.8% (3-16);47.4% (18-20);56.7% (38-29);16.0% (4-21);34.4% (11-21);
5055;47.7% (105-115);37.6% (35-58);40.5% (15-22);33.3% (1-2);42.4% (25-34);;40.0% (22-33);0.0% (0-1);39.0% (16-25);43.1% (69-91);63.9% (23-13);43.1% (44-58);52.9% (9-8);76.5% (130-40);14.6% (27-158);47.4% (73-81);40.0% (6-9);40.9% (108-156);53.8% (49-42);42.5% (113-153);49.4% (44-45);0.0% (0-5);5.3% (1-18);10.0% (4-36);18.8% (13-56);31.7% (53-114);39.6% (110-168);25.0% (1-3);;44.4% (4-5);50.0% (9-9);36.0% (18-32);39.4% (50-77);45.6% (26-31);47.1% (24-27);;47.4% (36-40);37.8% (14-23);45.5% (35-42);43.5% (30-39);29.4% (10-24);39.1% (9-14);0.0% (0-3);29.4% (74/252);13.9% (35/252);19.8% (50/252);36.9% (93/252);22.1% (19/86);17.4% (15/86);10.5% (9/86);9.3% (8/86);17.4% (15/86);23.3% (20/86);0.5% (1/186);25.0% (1-3);44.4% (4-5);50.0% (9-9);36.0% (18-32);39.4% (50-77);45.6% (26-31);47.1% (24-27);
6364;51.6% (66-62);51.0% (26-25);36.7% (11-19);;52.4% (22-20);;42.6% (23-31);50.0% (1-1);46.9% (15-17);54.9% (39-32);37.5% (3-5);37.7% (26-43);40.0% (4-6);75.9% (88-28);16.1% (15-78);46.7% (43-49);60.0% (6-4);47.9% (90-98);61.9% (13-8);49.1% (79-82);50.0% (24-24);0.0% (0-3);6.3% (1-15);8.0% (2-23);28.6% (14-35);33.0% (33-67);46.9% (83-94);50.0% (1-1);;22.2% (2-7);40.0% (8-12);58.8% (20-14);47.6% (30-33);54.3% (25-21);51.9% (14-13);;38.9% (21-33);54.8% (17-14);56.0% (28-22);56.4% (22-17);42.9% (6-8);16.7% (1-5);71.4% (5-2);34.6% (54/156);14.1% (22/156);23.7% (37/156);27.6% (43/156);30.4% (14/46);13.0% (6/46);8.7% (4/46);13.0% (6/46);6.5% (3/46);28.3% (13/46);1.0% (1/103);50.0% (1-1);22.2% (2-7);40.0% (8-12);58.8% (20-14);47.6% (30-33);54.3% (25-21);51.9% (14-13);
5801;44.2% (19-24);33.3% (7-14);50.0% (5-5);;50.0% (10-10);;14.3% (1-6);;37.5% (3-5);43.6% (17-22);;36.8% (7-12);100.0% (3-0);83.3% (25-5);13.6% (6-38);41.7% (20-28);0.0% (0-4);42.0% (29-40);40.0% (2-3);38.9% (21-33);50.0% (10-10);;100.0% (1-0);37.5% (3-5);45.5% (5-6);34.6% (9-17);38.9% (21-33);50.0% (1-1);;100.0% (2-0);33.3% (2-4);66.7% (6-3);30.0% (9-21);54.5% (6-5);35.7% (5-9);;33.3% (3-6);59.1% (13-9);43.5% (10-13);0.0% (0-8);50.0% (5-5);0.0% (0-2);;27.5% (14/51);7.8% (4/51);23.5% (12/51);41.2% (21/51);20.0% (4/20);15.0% (3/20);15.0% (3/20);;30.0% (6/20);20.0% (4/20);2.3% (1/44);50.0% (1-1);100.0% (2-0);33.3% (2-4);66.7% (6-3);30.0% (9-21);54.5% (6-5);35.7% (5-9);
6401;51.6% (47-44);20.0% (2-8);0.0% (0-4);;28.6% (6-15);;59.1% (13-9);;35.3% (6-11);52.5% (21-19);60.0% (3-2);48.6% (17-18);50.0% (3-3);73.6% (39-14);19.2% (10-42);55.2% (16-13);57.1% (4-3);46.3% (44-51);50.0% (5-5);50.6% (41-40);33.3% (8-16);;0.0% (0-5);12.5% (1-7);18.2% (4-18);30.9% (17-38);43.8% (39-50);100.0% (1-0);;50.0% (1-1);25.0% (2-6);56.3% (9-7);50.0% (16-16);30.0% (6-14);52.4% (11-10);;27.8% (5-13);45.5% (10-12);54.8% (17-14);54.2% (13-11);0.0% (0-3);50.0% (1-1);;34.2% (26/76);18.4% (14/76);19.7% (15/76);27.6% (21/76);4.3% (1/23);17.4% (4/23);13.0% (3/23);13.0% (3/23);4.3% (1/23);47.8% (11/23);1.8% (1/56);100.0% (1-0);50.0% (1-1);25.0% (2-6);56.3% (9-7);50.0% (16-16);30.0% (6-14);52.4% (11-10);
5902;50.0% (36-36);52.2% (24-22);30.8% (4-9);50.0% (2-2);35.3% (6-11);;40.0% (8-12);;51.9% (14-13);50.0% (25-25);65.2% (15-8);38.3% (18-29);50.0% (4-4);69.7% (53-23);24.6% (15-46);45.8% (27-32);22.2% (2-7);47.3% (52-58);59.3% (16-11);48.0% (48-52);54.1% (20-17);0.0% (0-1);0.0% (0-5);0.0% (0-12);17.9% (5-23);40.4% (23-34);47.5% (48-53);50.0% (1-1);;100.0% (2-0);11.1% (1-8);40.0% (10-15);57.1% (24-18);47.6% (10-11);38.5% (5-8);;48.4% (15-16);52.6% (10-9);59.3% (16-11);27.8% (5-13);36.4% (4-7);42.9% (3-4);0.0% (0-1);34.4% (33/96);14.6% (14/96);26.0% (25/96);25.0% (24/96);21.6% (8/37);21.6% (8/37);10.8% (4/37);10.8% (4/37);16.2% (6/37);18.9% (7/37);1.6% (1/63);50.0% (1-1);100.0% (2-0);11.1% (1-8);40.0% (10-15);57.1% (24-18);47.6% (10-11);38.5% (5-8);
6051;20.6% (7-27);44.1% (30-38);25.0% (2-6);;31.3% (5-11);;29.2% (7-17);;7.7% (1-12);44.6% (25-31);100.0% (1-0);38.5% (15-24);25.0% (1-3);58.5% (24-17);21.7% (15-54);48.1% (25-27);40.0% (2-3);36.5% (38-66);16.7% (1-5);36.2% (34-60);31.3% (5-11);;0.0% (0-1);16.7% (1-5);28.6% (4-10);33.3% (16-32);35.1% (33-61);100.0% (3-0);;42.9% (3-4);77.8% (7-2);50.0% (8-8);20.5% (9-35);36.8% (7-12);9.1% (1-10);;16.7% (3-15);22.2% (2-7);23.5% (4-13);33.3% (7-14);46.7% (14-16);40.0% (4-6);100.0% (4-0);19.6% (18/92);15.2% (14/92);22.8% (21/92);42.4% (39/92);6.3% (1/16);18.8% (3/16);6.3% (1/16);18.8% (3/16);25.0% (4/16);25.0% (4/16);4.1% (3/74);100.0% (3-0);42.9% (3-4);77.8% (7-2);50.0% (8-8);20.5% (9-35);36.8% (7-12);9.1% (1-10);
44483;37.5% (6-10);50.0% (5-5);;;50.0% (1-1);;25.0% (1-3);;0.0% (0-1);30.8% (4-9);83.3% (5-1);37.5% (3-5);100.0% (1-0);66.7% (8-4);21.4% (3-11);37.5% (3-5);;47.4% (9-10);28.6% (2-5);39.1% (9-14);66.7% (2-1);;0.0% (0-1);;0.0% (0-2);14.3% (1-6);23.5% (4-13);;;;;0.0% (0-4);44.4% (4-5);0.0% (0-3);50.0% (2-2);;;25.0% (1-3);0.0% (0-3);42.9% (3-4);33.3% (2-4);;;30.4% (7/23);8.7% (2/23);21.7% (5/23);39.1% (9/23);33.3% (1/3);;33.3% (1/3);;;33.3% (1/3);;;;;0.0% (0-4);44.4% (4-5);0.0% (0-3);50.0% (2-2);
